人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
160,海野 十三,2637,鞄らしくない鞄,新字新仮名,,公開,2001-07-21,海野十三全集　第13巻　少年探偵長,三一書房,かばんらしくないかばん,,https://www.aozora.gr.jp/cards/000160/files/2637_23919.html
160,海野 十三,3521,雷,新字新仮名,,公開,2005-05-31,海野十三全集　第5巻　浮かぶ飛行島,三一書房,かみなり,,https://www.aozora.gr.jp/cards/000160/files/3521_18464.html
160,海野 十三,3369,火薬船,新字新仮名,,公開,2004-04-07,海野十三全集　第9巻　怪鳥艇,三一書房,かやくせん,,https://www.aozora.gr.jp/cards/000160/files/3369_15092.html
160,海野 十三,3532,棺桶の花嫁,新字新仮名,,公開,2010-01-22,海野十三全集　第4巻　十八時の音楽浴,三一書房,かんおけのはなよめ,,https://www.aozora.gr.jp/cards/000160/files/3532_37462.html
160,海野 十三,1243,間諜座事件,新字新仮名,,公開,2005-06-17,海野十三全集　第2巻　俘囚,三一書房,かんちょうざじけん,,https://www.aozora.gr.jp/cards/000160/files/1243_18587.html
160,海野 十三,46859,キド効果,新字新仮名,,公開,2010-10-30,海野十三全集　第2巻　俘囚,三一書房,キドこうか,,https://www.aozora.gr.jp/cards/000160/files/46859_40604.html
160,海野 十三,3230,鬼仏洞事件,新字新仮名,,公開,2002-10-26,海野十三全集　第７巻　地球要塞,三一書房,きぶつどうじけん,,https://www.aozora.gr.jp/cards/000160/files/3230_7212.html
160,海野 十三,1250,疑問の金塊,新字新仮名,,公開,2005-07-10,海野十三全集　第2巻　俘囚,三一書房,ぎもんのきんかい,,https://www.aozora.gr.jp/cards/000160/files/1250_18625.html
160,海野 十三,43631,恐怖について,旧字旧仮名,,公開,2005-01-26,海野十三メモリアル・ブック,先鋭疾風社,きょうふについて,,https://www.aozora.gr.jp/cards/000160/files/43631_17435.html
160,海野 十三,1251,恐怖の口笛,新字新仮名,,公開,2004-11-04,海野十三全集　第2巻　俘囚,三一書房,きょうふのくちぶえ,,https://www.aozora.gr.jp/cards/000160/files/1251_16655.html
160,海野 十三,874,恐竜艇の冒険,新字新仮名,,公開,2000-01-22,海野十三全集　第13巻　少年探偵長,三一書房,きょうりゅうていのぼうけん,,https://www.aozora.gr.jp/cards/000160/files/874_23901.html
160,海野 十三,2718,恐竜島,新字新仮名,,公開,2001-12-28,海野十三全集　第12巻　超人間Ｘ号,三一書房,きょうりゅうとう,,https://www.aozora.gr.jp/cards/000160/files/2718_23979.html
160,海野 十三,2717,金属人間,新字新仮名,,公開,2001-12-28,海野十三全集　第12巻　超人間Ｘ号,三一書房,きんぞくにんげん,,https://www.aozora.gr.jp/cards/000160/files/2717_23978.html
160,海野 十三,3357,空気男,新字新仮名,,公開,2005-02-17,海野十三全集　第6巻　太平洋魔城,三一書房,くうきおとこ,,https://www.aozora.gr.jp/cards/000160/files/3357_17552.html
160,海野 十三,3517,空襲下の日本,新字新仮名,,公開,2005-12-26,海野十三全集　第３巻　深夜の市長,三一書房,くうしゅうかのにほん,,https://www.aozora.gr.jp/cards/000160/files/3517_20577.html
160,海野 十三,3530,空襲警報,新字新仮名,,公開,2005-09-11,海野十三全集　第4巻　十八時の音楽浴,三一書房,くうしゅうけいほう,,https://www.aozora.gr.jp/cards/000160/files/3530_19259.html
160,海野 十三,1240,空襲葬送曲,新字新仮名,,公開,2007-02-18,海野十三全集　第1巻　遺言状放送,三一書房,くうしゅうそうそうきょく,,https://www.aozora.gr.jp/cards/000160/files/1240_25726.html
160,海野 十三,3371,空中漂流一週間,新字新仮名,,公開,2004-04-29,海野十三全集　第6巻　太平洋魔城,三一書房,くうちゅうひょうりゅういっしゅうかん,,https://www.aozora.gr.jp/cards/000160/files/3371_15510.html
160,海野 十三,1231,空中墳墓,新字新仮名,,公開,2005-08-03,海野十三全集　第1巻　遺言状放送,三一書房,くうちゅうふんぼ,,https://www.aozora.gr.jp/cards/000160/files/1231_18843.html
160,海野 十三,3379,崩れる鬼影,新字新仮名,,公開,2005-12-06,海野十三全集　第8巻　火星兵団,三一書房,くずれるおにかげ,,https://www.aozora.gr.jp/cards/000160/files/3379_20506.html
160,海野 十三,3531,くろがね天狗,新字新仮名,,公開,2005-09-13,海野十三全集　第4巻　十八時の音楽浴,三一書房,くろがねてんぐ,,https://www.aozora.gr.jp/cards/000160/files/3531_19260.html
160,海野 十三,870,軍用鮫,新字新仮名,,公開,2000-03-08,十八時の音楽浴,早川文庫、早川書房,ぐんようざめ,,https://www.aozora.gr.jp/cards/000160/files/870_23837.html
160,海野 十三,3533,軍用鼠,新字新仮名,,公開,2005-05-02,海野十三全集　第4巻　十八時の音楽浴,三一書房,ぐんようそ,,https://www.aozora.gr.jp/cards/000160/files/3533_18204.html
160,海野 十三,872,幸運の黒子,新字新仮名,,公開,2000-02-26,赤外線男　他6編,春陽文庫、春陽堂書店,こううんのほくろ,,https://www.aozora.gr.jp/cards/000160/files/872_19581.html
160,海野 十三,3050,洪水大陸を呑む,新字新仮名,,公開,2006-01-22,海野十三全集　第11巻　四次元漂流,三一書房,こうずいたいりくをのむ,,https://www.aozora.gr.jp/cards/000160/files/3050_20669.html
160,海野 十三,1247,ゴールデン・バット事件,新字新仮名,,公開,2005-07-10,海野十三全集　第2巻　俘囚,三一書房,ゴールデン・バットじけん,,https://www.aozora.gr.jp/cards/000160/files/1247_18626.html
160,海野 十三,1225,国際殺人団の崩壊,新字新仮名,,公開,2001-12-03,海野十三全集　第1巻　遺言状放送,三一書房,こくさいさつじんだんのほうかい,,https://www.aozora.gr.jp/cards/000160/files/1225_45577.html
160,海野 十三,1230,壊れたバリコン,新字新仮名,,公開,2005-08-03,海野十三全集　第1巻　遺言状放送,三一書房,こわれたバリコン,,https://www.aozora.gr.jp/cards/000160/files/1230_18844.html
160,海野 十三,1239,殺人の涯,新字新仮名,,公開,2005-08-03,海野十三全集　第1巻　遺言状放送,三一書房,さつじんのはて,,https://www.aozora.gr.jp/cards/000160/files/1239_18848.html
160,海野 十三,1228,三角形の恐怖,新字新仮名,,公開,2002-11-06,海野十三全集　第1巻　遺言状放送,三一書房,さんかくけいのきょうふ,,https://www.aozora.gr.jp/cards/000160/files/1228_7221.html
160,海野 十三,43838,三重宙返りの記,新字新仮名,,公開,2005-07-23,海野十三全集　別巻1　評論・ノンフィクション,三一書房,さんじゅうちゅうがえりのき,,https://www.aozora.gr.jp/cards/000160/files/43838_18744.html
160,海野 十三,2617,三十年後の世界,新字新仮名,,公開,2001-07-17,海野十三全集　第13巻　少年探偵長,三一書房,さんじゅうねんごのせかい,,https://www.aozora.gr.jp/cards/000160/files/2617_23917.html
160,海野 十三,1227,三十年後の東京,新字新仮名,,公開,2007-11-06,海野十三全集　第13巻　少年探偵長,三一書房,さんじゅうねんごのとうきょう,,https://www.aozora.gr.jp/cards/000160/files/1227_28153.html
160,海野 十三,1252,三人の双生児,新字新仮名,,公開,2004-06-20,海野十三全集　第2巻　俘囚,三一書房,さんにんのそうせいじ,,https://www.aozora.gr.jp/cards/000160/files/1252_15749.html
160,海野 十三,1246,地獄街道,新字新仮名,,公開,2004-06-21,海野十三全集　第2巻　俘囚,三一書房,じごくかいどう,,https://www.aozora.gr.jp/cards/000160/files/1246_15748.html
160,海野 十三,3052,地獄の使者,新字新仮名,,公開,2006-01-22,海野十三全集　第11巻　四次元漂流,三一書房,じごくのししゃ,,https://www.aozora.gr.jp/cards/000160/files/3052_20670.html
160,海野 十三,43664,十年後のラジオ界,新字新仮名,,公開,2005-01-26,海野十三全集　別巻2　日記・書簡・雑纂,三一書房,じゅうねんごのラジオかい,,https://www.aozora.gr.jp/cards/000160/files/43664_17437.html
160,海野 十三,865,十八時の音楽浴,新字新仮名,,公開,2000-01-01,十八時の音楽浴,早川文庫、早川書房,じゅうはちじのおんがくよく,,https://www.aozora.gr.jp/cards/000160/files/865_23818.html
160,海野 十三,43665,『十八時の音楽浴』の作者の言葉,新字新仮名,,公開,2005-07-23,海野十三全集　別巻1　評論・ノンフィクション,三一書房,『じゅうはちじのおんがくよく』のさくしゃのことば,,https://www.aozora.gr.jp/cards/000160/files/43665_18745.html
160,海野 十三,1235,省線電車の射撃手,新字新仮名,,公開,2004-12-09,海野十三全集　第1巻　遺言状放送,三一書房,しょうせんでんしゃのしゃげきしゅ,,https://www.aozora.gr.jp/cards/000160/files/1235_16951.html
160,海野 十三,2615,少年探偵長,新字新仮名,,公開,2002-01-12,海野十三全集　第13巻　少年探偵長,三一書房,しょうねんたんていちょう,,https://www.aozora.gr.jp/cards/000160/files/2615_23959.html
160,海野 十三,1232,白蛇の死,新字新仮名,,公開,2004-12-10,海野十三全集　第1巻　遺言状放送,三一書房,しろへびのし,,https://www.aozora.gr.jp/cards/000160/files/1232_16952.html
160,海野 十三,43230,新学期行進曲,新字新仮名,,公開,2005-05-10,海野十三全集　第7巻　地球要塞,三一書房,しんがっきこうしんきょく,,https://www.aozora.gr.jp/cards/000160/files/43230_18251.html
160,海野 十三,3372,人造人間エフ氏,新字新仮名,,公開,2004-04-29,海野十三全集　第6巻　太平洋魔城,三一書房,じんぞうにんげんエフし,,https://www.aozora.gr.jp/cards/000160/files/3372_15511.html
160,海野 十三,3522,人造人間事件,新字新仮名,,公開,2005-05-30,海野十三全集　第5巻　浮かぶ飛行島,三一書房,じんぞうにんげんじけん,,https://www.aozora.gr.jp/cards/000160/files/3522_18463.html
160,海野 十三,3236,人造人間の秘密,新字新仮名,,公開,2006-07-26,海野十三全集　第7巻　地球要塞,三一書房,じんぞうにんげんのひみつ,,https://www.aozora.gr.jp/cards/000160/files/3236_23565.html
160,海野 十三,43719,人造物語,新字新仮名,,公開,2005-07-23,海野十三全集　別巻1　評論・ノンフィクション,三一書房,じんぞうものがたり,,https://www.aozora.gr.jp/cards/000160/files/43719_18746.html
160,海野 十三,43839,人体解剖を看るの記,新字新仮名,,公開,2005-07-25,海野十三全集　別巻1　評論・ノンフィクション,三一書房,じんたいかいぼうをみるのき,,https://www.aozora.gr.jp/cards/000160/files/43839_18747.html
160,海野 十三,1221,振動魔,新字新仮名,,公開,2007-11-01,海野十三全集　第1巻　遺言状放送,三一書房,しんどうま,,https://www.aozora.gr.jp/cards/000160/files/1221_28150.html
160,海野 十三,1219,深夜の市長,新字新仮名,,公開,2010-11-15,海野十三全集　第3巻　深夜の市長,三一書房,しんやのしちょう,,https://www.aozora.gr.jp/cards/000160/files/1219_41193.html
160,海野 十三,43668,心霊研究会の怪,旧字旧仮名,,公開,2005-01-26,海野十三メモリアル・ブック,先鋭疾風社,しんれいけんきゅうかいのかい,,https://www.aozora.gr.jp/cards/000160/files/43668_17438.html
160,海野 十三,1226,西湖の屍人,新字新仮名,,公開,2007-11-01,海野十三全集　第1巻　遺言状放送,三一書房,せいこのしじん,,https://www.aozora.gr.jp/cards/000160/files/1226_28151.html
160,海野 十三,43762,成層圏飛行と私のメモ,新字新仮名,,公開,2005-07-25,海野十三全集　別巻1　評論・ノンフィクション,三一書房,せいそうけんひこうとわたしのメモ,,https://www.aozora.gr.jp/cards/000160/files/43762_18748.html
160,海野 十三,1245,赤外線男,新字新仮名,,公開,2003-02-02,海野十三全集　第2巻　俘囚,三一書房,せきがいせんおとこ,,https://www.aozora.gr.jp/cards/000160/files/1245_7220.html
160,海野 十三,1233,赤耀館事件の真相,新字新仮名,,公開,2004-12-11,海野十三全集　第1巻　遺言状放送,三一書房,せきようかんじけんのしんそう,,https://www.aozora.gr.jp/cards/000160/files/1233_16953.html
160,海野 十三,2685,雪魔,新字新仮名,,公開,2001-11-12,海野十三全集　第12巻　超人間Ｘ号,三一書房,せつま,,https://www.aozora.gr.jp/cards/000160/files/2685_23961.html
160,海野 十三,3520,一九五〇年の殺人,新字新仮名,,公開,2005-05-25,海野十三全集　第5巻　浮かぶ飛行島,三一書房,せんきゅうひゃくごじゅうねんのさつじん,,https://www.aozora.gr.jp/cards/000160/files/3520_18453.html
160,海野 十三,877,千年後の世界,新字新仮名,,公開,2000-01-11,十八時の音楽浴,早川文庫、早川書房,せんねんごのせかい,,https://www.aozora.gr.jp/cards/000160/files/877_23846.html
160,海野 十三,3375,大宇宙遠征隊,新字新仮名,,公開,2004-04-07,海野十三全集　第9巻　怪鳥艇,三一書房,だいうちゅうえんせいたい,,https://www.aozora.gr.jp/cards/000160/files/3375_15091.html
160,海野 十三,3376,大空魔艦,新字新仮名,,公開,2005-05-16,海野十三全集　第9巻　怪鳥艇,三一書房,たいくうまかん,,https://www.aozora.gr.jp/cards/000160/files/3376_18412.html
160,海野 十三,868,第五氷河期,新字新仮名,,公開,2000-03-29,十八時の音楽浴,早川文庫、早川書房,だいごひょうがき,,https://www.aozora.gr.jp/cards/000160/files/868_23814.html
160,海野 十三,3048,大脳手術,新字新仮名,,公開,2006-01-26,海野十三全集　第11巻　四次元漂流,三一書房,だいのうしゅじゅつ,,https://www.aozora.gr.jp/cards/000160/files/3048_20671.html
160,海野 十三,3374,太平洋魔城,新字新仮名,,公開,2006-07-26,海野十三全集　第6巻　太平洋魔城,三一書房,たいへいようまじょう,,https://www.aozora.gr.jp/cards/000160/files/3374_23566.html
160,海野 十三,3516,太平洋雷撃戦隊,新字新仮名,,公開,2005-12-23,海野十三全集　第3巻　深夜の市長,三一書房,たいへいようらいげきせんたい,,https://www.aozora.gr.jp/cards/000160/files/3516_20563.html
160,海野 十三,3381,第四次元の男,新字新仮名,,公開,2007-08-12,海野十三全集　第6巻　太平洋魔城,三一書房,だいよじげんのおとこ,,https://www.aozora.gr.jp/cards/000160/files/3381_27730.html
160,海野 十三,2616,断層顔,新字新仮名,,公開,2005-07-08,海野十三全集　第13巻　少年探偵長,三一書房,だんそうがん,,https://www.aozora.gr.jp/cards/000160/files/2616_18684.html
160,海野 十三,58613,探偵小説と犯罪事件,新字新仮名,,公開,2018-12-26,海野十三全集　別巻2　日記・書簡・雑纂,三一書房,たんていしょうせつとはんざいじけん,,https://www.aozora.gr.jp/cards/000160/files/58613_66542.html
160,海野 十三,1258,地球盗難,新字新仮名,,公開,2010-10-30,海野十三全集　第3巻　深夜の市長,三一書房,ちきゅうとうなん,,https://www.aozora.gr.jp/cards/000160/files/1258_40525.html
160,海野 十三,43666,『地球盗難』の作者の言葉,新字新仮名,,公開,2005-07-25,海野十三全集　別巻1　評論・ノンフィクション,三一書房,『ちきゅうとうなん』のさくしゃのことば,,https://www.aozora.gr.jp/cards/000160/files/43666_18749.html
160,海野 十三,875,地球発狂事件,新字新仮名,,公開,2000-02-02,海野十三全集・第11巻・四次元漂流,三一書房,ちきゅうはっきょうじけん,,https://www.aozora.gr.jp/cards/000160/files/875_42450.html
160,海野 十三,3239,地球要塞,新字新仮名,,公開,2004-07-03,海野十三全集　第7巻　地球要塞,三一書房,ちきゅうようさい,,https://www.aozora.gr.jp/cards/000160/files/3239_15747.html
160,海野 十三,867,地球を狙う者,新字新仮名,,公開,2000-02-21,十八時の音楽浴,ハヤカワ文庫、早川書房,ちきゅうをねらうもの,,https://www.aozora.gr.jp/cards/000160/files/867_23853.html
160,海野 十三,1253,地中魔,新字新仮名,,公開,2003-01-05,海野十三全集　第2巻　俘囚,三一書房,ちちゅうま,,https://www.aozora.gr.jp/cards/000160/files/1253_8186.html
160,海野 十三,3377,地底戦車の怪人,新字新仮名,,公開,2006-03-05,海野十三全集　第6巻　太平洋魔城,三一書房,ちていせんしゃのかいじん,,https://www.aozora.gr.jp/cards/000160/files/3377_21542.html
160,海野 十三,3053,千早館の迷路,新字新仮名,,公開,2006-01-30,海野十三全集　第11巻　四次元漂流,三一書房,ちはやかんのめいろ,,https://www.aozora.gr.jp/cards/000160/files/3053_20674.html
160,海野 十三,2719,超人間Ｘ号,新字新仮名,,公開,2001-12-29,海野十三全集　第12巻　超人間Ｘ号,三一書房,ちょうにんげんエックスごう,,https://www.aozora.gr.jp/cards/000160/files/2719_45576.html
160,海野 十三,56914,諜報中継局,新字新仮名,,公開,2015-01-11,海野十三全集　第10巻　宇宙戦隊,三一書房,ちょうほうちゅうけいきょく,,https://www.aozora.gr.jp/cards/000160/files/56914_55358.html
160,海野 十三,3359,沈没男,新字新仮名,,公開,2005-12-21,海野十三全集　第10巻　宇宙戦隊,三一書房,ちんぼつおとこ,,https://www.aozora.gr.jp/cards/000160/files/3359_20562.html
160,海野 十三,3373,月世界探険記,新字新仮名,,公開,2005-12-30,海野十三全集,三一書房,つきのせかいたんけんき,,https://www.aozora.gr.jp/cards/000160/files/3373_20507.html
160,海野 十三,43628,寺田先生と僕,旧字旧仮名,,公開,2005-01-27,海野十三メモリアル・ブック,先鋭疾風社,てらだせんせいとぼく,,https://www.aozora.gr.jp/cards/000160/files/43628_17439.html
160,海野 十三,1234,電気看板の神経,新字新仮名,,公開,2005-08-05,海野十三全集　第1巻　遺言状放送,三一書房,でんきかんばんのしんけい,,https://www.aozora.gr.jp/cards/000160/files/1234_18845.html
160,海野 十三,3534,電気鳩,新字新仮名,,公開,2005-05-26,海野十三全集　第4巻　十八時の音楽浴,三一書房,でんきばと,,https://www.aozora.gr.jp/cards/000160/files/3534_18457.html
160,海野 十三,1229,電気風呂の怪死事件,新字新仮名,,公開,2005-08-05,海野十三全集　第1巻　遺言状放送,三一書房,でんきぶろのかいしじけん,,https://www.aozora.gr.jp/cards/000160/files/1229_18846.html
160,海野 十三,3525,東京要塞,新字新仮名,,公開,2005-05-31,海野十三全集　第5巻　浮かぶ飛行島,三一書房,とうきょうようさい,,https://www.aozora.gr.jp/cards/000160/files/3525_18465.html
160,海野 十三,50346,透明人間,新字新仮名,海野 十三,公開,2010-08-22,透明人間,ポプラ社文庫、ポプラ社,とうめいにんげん,,https://www.aozora.gr.jp/cards/001430/files/50346_40111.html
160,海野 十三,879,透明猫,新字新仮名,,公開,2000-01-22,海野十三全集　第13巻　少年探偵長,三一書房,とうめいねこ,,https://www.aozora.gr.jp/cards/000160/files/879_23881.html
160,海野 十三,3054,時計屋敷の秘密,新字新仮名,,公開,2006-01-26,海野十三全集　第11巻　四次元漂流,三一書房,とけいやしきのひみつ,,https://www.aozora.gr.jp/cards/000160/files/3054_20672.html
160,海野 十三,878,特許多腕人間方式,新字新仮名,,公開,2000-03-08,十八時の音楽浴,早川文庫、早川書房,とっきょたわんにんげんほうしき,,https://www.aozora.gr.jp/cards/000160/files/878_23848.html
160,海野 十三,47760,仲々死なぬ彼奴,新字新仮名,,公開,2008-12-06,「探偵」傑作選　幻の探偵雑誌9,光文社文庫、光文社,なかなかしなぬあいつ,,https://www.aozora.gr.jp/cards/000160/files/47760_33423.html
160,海野 十三,3232,二、〇〇〇年戦争,新字新仮名,,公開,2003-07-01,海野十三全集　第7巻　地球要塞,三一書房,にせんねんせんそう,,https://www.aozora.gr.jp/cards/000160/files/3232_11264.html
160,海野 十三,1223,人間灰,新字新仮名,,公開,2007-11-06,海野十三全集　第3巻　深夜の市長,三一書房,にんげんかい,,https://www.aozora.gr.jp/cards/000160/files/1223_28152.html
160,海野 十三,1236,ネオン横丁殺人事件,新字新仮名,,公開,2005-08-05,海野十三全集　第1巻　遺言状放送,三一書房,ネオンよこちょうさつじんじけん,,https://www.aozora.gr.jp/cards/000160/files/1236_18847.html
160,海野 十三,3237,脳の中の麗人,新字新仮名,,公開,2003-03-20,海野十三全集　第7巻　地球要塞,株式会社三一書房,のうのなかのれいじん,,https://www.aozora.gr.jp/cards/000160/files/3237_9301.html
160,海野 十三,1249,蠅,新字新仮名,,公開,2005-07-15,海野十三全集　第2巻　俘囚,三一書房,はえ,,https://www.aozora.gr.jp/cards/000160/files/1249_18627.html
160,海野 十三,1254,蠅男,新字新仮名,,公開,2005-07-12,海野十三全集　第2巻　俘囚,三一書房,はえおとこ,,https://www.aozora.gr.jp/cards/000160/files/1254_18628.html
160,海野 十三,3518,獏鸚,新字新仮名,,公開,2005-12-28,海野十三全集　第3巻　深夜の市長,三一書房,ばくおう,,https://www.aozora.gr.jp/cards/000160/files/3518_20564.html
160,海野 十三,43629,白銅貨の効用,新字新仮名,,公開,2005-01-27,海野十三全集　別巻2　日記・書簡・雑纂,三一書房,はくどうかのこうよう,,https://www.aozora.gr.jp/cards/000160/files/43629_17440.html
160,海野 十三,3233,爆薬の花籠,新字新仮名,,公開,2006-07-23,海野十三全集　第７巻　地球要塞,株式会社三一書房,ばくやくのはなかご,,https://www.aozora.gr.jp/cards/000160/files/3233_23563.html
160,海野 十三,1242,爬虫館事件,新字新仮名,,公開,2005-07-15,海野十三全集　第2巻　俘囚,三一書房,はちゅうかんじけん,,https://www.aozora.gr.jp/cards/000160/files/1242_18629.html
160,海野 十三,43589,発明小僧,新字新仮名,,公開,2005-01-27,海野十三全集　別巻2　日記・書簡・雑纂,三一書房,はつめいこぞう,発明小僧,https://www.aozora.gr.jp/cards/000160/files/43589_17441.html
160,海野 十三,2684,一坪館,新字新仮名,,公開,2001-11-12,海野十三全集　第12巻　超人間Ｘ号,三一書房,ひとつぼかん,,https://www.aozora.gr.jp/cards/000160/files/2684_23972.html
160,海野 十三,3229,氷河期の怪人,新字新仮名,,公開,2002-10-30,海野十三全集　第７巻　地球要塞,三一書房,ひょうがきのかいじん,,https://www.aozora.gr.jp/cards/000160/files/3229_7216.html
160,海野 十三,3523,ヒルミ夫人の冷蔵鞄,新字新仮名,,公開,2005-05-30,海野十三全集　第5巻　浮かぶ飛行島,三一書房,ヒルミふじんのれいぞうかばん,,https://www.aozora.gr.jp/cards/000160/files/3523_18462.html
160,海野 十三,2716,ふしぎ国探検,新字新仮名,,公開,2002-05-23,海野十三全集　第12巻　超人間Ｘ号,三一書房,ふしぎくにたんけん,,https://www.aozora.gr.jp/cards/000160/files/2716_6484.html
160,海野 十三,3528,不思議なる空間断層,新字新仮名,,公開,2005-04-25,海野十三全集　第4巻　十八時の音楽浴,三一書房,ふしぎなるくうかんだんそう,,https://www.aozora.gr.jp/cards/000160/files/3528_18068.html
160,海野 十三,869,俘囚,新字新仮名,,公開,2000-01-10,海野十三全集　第2巻　俘囚,三一書房,ふしゅう,,https://www.aozora.gr.jp/cards/000160/files/869_42456.html
160,海野 十三,873,放送された遺言,新字新仮名,,公開,2000-01-01,十八時の音楽浴,早川文庫、早川書房,ほうそうされたゆいごん,,https://www.aozora.gr.jp/cards/000160/files/873_23287.html
160,海野 十三,1220,麻雀殺人事件,新字新仮名,,公開,2007-10-27,海野十三全集　第1巻　遺言状放送,三一書房,マージャンさつじんじけん,,https://www.aozora.gr.jp/cards/000160/files/1220_28149.html
160,海野 十三,50717,まだらのひも,新字新仮名,大久保 ゆう、海野 十三,公開,2009-12-13,,,まだらのひも,THE ADVENTURE OF THE SPECKLED BAND,https://www.aozora.gr.jp/cards/000009/files/50717_36994.html
160,海野 十三,44721,街の探偵,新字新仮名,,公開,2005-04-26,「シュピオ」傑作選　幻の探偵雑誌3,光文社文庫、光文社,まちのたんてい,,https://www.aozora.gr.jp/cards/000160/files/44721_18099.html
160,海野 十三,3378,豆潜水艇の行方,新字新仮名,,公開,2005-05-15,海野十三全集　第9巻　怪鳥艇,三一書房,まめせんすいていのゆくえ,,https://www.aozora.gr.jp/cards/000160/files/3378_18411.html
160,海野 十三,3524,○○獣,新字新仮名,,公開,2003-12-16,海野十三全集　第5巻　浮かぶ飛行島,三一書房,まるまるじゅう,,https://www.aozora.gr.jp/cards/000160/files/3524_13932.html
160,海野 十三,3231,見えざる敵,新字新仮名,,公開,2002-10-28,海野十三全集　第７巻　地球要塞,三一書房,みえざるてき,,https://www.aozora.gr.jp/cards/000160/files/3231_7214.html
160,海野 十三,3051,密林荘事件,新字新仮名,,公開,2006-01-30,海野十三全集　第11巻　四次元漂流,三一書房,みつりんそうじけん,,https://www.aozora.gr.jp/cards/000160/files/3051_20673.html
160,海野 十三,43630,南太平洋科学風土記,旧字旧仮名,,公開,2005-01-27,海野十三メモリアル・ブック,海野十三の会,みなみたいへいようかがくふどき,,https://www.aozora.gr.jp/cards/000160/files/43630_17442.html
160,海野 十三,3234,未来の地下戦車長,新字新仮名,,公開,2006-10-26,海野十三全集　第７巻　地球要塞,三一書房,みらいのちかせんしゃちょう,,https://www.aozora.gr.jp/cards/000160/files/3234_24627.html
160,海野 十三,43532,虫喰ひ算大会,旧字旧仮名,,公開,2004-11-10,“虫喰ひ算”大會,力書房,むしくいざんたいかい,,https://www.aozora.gr.jp/cards/000160/files/43532_16823.html
160,海野 十三,43533,虫喰い算大会,新字新仮名,,公開,2004-11-10,海野十三全集　別巻１　評論・ノンフィクション,三一書房,むしくいざんたいかい,,https://www.aozora.gr.jp/cards/000160/files/43533_16824.html
160,海野 十三,3353,もくねじ,新字新仮名,,公開,2005-12-19,海野十三全集　第10巻　宇宙戦隊,三一書房,もくねじ,,https://www.aozora.gr.jp/cards/000160/files/3353_20561.html
160,海野 十三,3235,什器破壊業事件,新字新仮名,,公開,2007-08-12,海野十三全集　第7巻　地球要塞,三一書房,ものをこわすのがしょうばいじけん,,https://www.aozora.gr.jp/cards/000160/files/3235_27731.html
160,海野 十三,1238,遊星植民説,新字新仮名,,公開,2002-12-08,海野十三全集　第1巻　遺言状放送,三一書房,ゆうせいしょくみんせつ,,https://www.aozora.gr.jp/cards/000160/files/1238_7901.html
160,海野 十三,3380,幽霊船の秘密,新字新仮名,,公開,2004-04-07,海野十三全集　第9巻　怪鳥艇,三一書房,ゆうれいせんのひみつ,,https://www.aozora.gr.jp/cards/000160/files/3380_15093.html
160,海野 十三,3358,四次元漂流,新字新仮名,,公開,2005-02-14,海野十三全集　第11巻　四次元漂流,三一書房,よじげんひょうりゅう,,https://www.aozora.gr.jp/cards/000160/files/3358_17545.html
160,海野 十三,1241,夜泣き鉄骨,新字新仮名,,公開,2005-07-15,海野十三全集　第2巻　俘囚,三一書房,よなきてっこつ,,https://www.aozora.gr.jp/cards/000160/files/1241_18630.html
160,海野 十三,881,予報省告示,新字新仮名,,公開,2000-01-10,海野十三全集　第13巻　少年探偵長,三一書房,よほうしょうこくじ,,https://www.aozora.gr.jp/cards/000160/files/881_23903.html
160,海野 十三,3529,流線間諜,新字新仮名,,公開,2005-05-26,海野十三全集　第4巻　十八時の音楽浴,三一書房,りゅうせんスパイ,,https://www.aozora.gr.jp/cards/000160/files/3529_18458.html
160,海野 十三,2687,霊魂第十号の秘密,新字新仮名,,公開,2001-11-12,海野十三全集　第12巻　超人間Ｘ号,三一書房,れいこんだいじゅうごうのひみつ,,https://www.aozora.gr.jp/cards/000160/files/2687_23970.html
160,海野 十三,876,人造人間殺害事件,新字新仮名,,公開,2000-01-01,海野十三全集　第1巻　遺言状放送,三一書房,ロボットさつがいじけん,,https://www.aozora.gr.jp/cards/000160/files/876_45575.html
1779,江戸川 乱歩,57105,赤いカブトムシ,新字新仮名,,公開,2016-09-30,新宝島,江戸川乱歩推理文庫、講談社,あかいカブトムシ,,https://www.aozora.gr.jp/cards/001779/files/57105_59659.html
1779,江戸川 乱歩,57181,赤い部屋,新字新仮名,,公開,2016-08-28,江戸川乱歩全集　第1巻　屋根裏の散歩者,光文社文庫、光文社,あかいへや,,https://www.aozora.gr.jp/cards/001779/files/57181_59566.html
1779,江戸川 乱歩,57240,悪魔の紋章,新字新仮名,,公開,2017-03-31,江戸川乱歩全集　第12巻　悪魔の紋章,光文社文庫、光文社,あくまのもんしょう,,https://www.aozora.gr.jp/cards/001779/files/57240_60918.html
1779,江戸川 乱歩,57515,悪霊,新字新仮名,,公開,2019-10-21,江戸川乱歩全集　第8巻　目羅博士の不思議な犯罪,光文社文庫、光文社,あくりょう,,https://www.aozora.gr.jp/cards/001779/files/57515_69340.html
