人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,状態,状態の開始日,底本名,出版社名,作品名読み,原題,XHTML/HTMLファイルURL
150,薄田 泣菫,4912,硯と殿様,新字旧仮名,,公開,2005-05-20,日本の名随筆　別巻9　骨董,作品社,すずりととのさま,,https://www.aozora.gr.jp/cards/000150/files/4912_18428.html
150,薄田 泣菫,4914,青磁の皿,新字旧仮名,,公開,2005-05-20,日本の名随筆　別巻9　骨董,作品社,せいじのさら,,https://www.aozora.gr.jp/cards/000150/files/4914_18427.html
150,薄田 泣菫,3388,石竹,新字旧仮名,,公開,2001-07-06,泣菫随筆,冨山房百科文庫、冨山房,せきちく,,https://www.aozora.gr.jp/cards/000150/files/3388_21022.html
150,薄田 泣菫,16039,旋風,旧字旧仮名,,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,せんぷう,,https://www.aozora.gr.jp/cards/000150/files/16039_9547.html
150,薄田 泣菫,3309,艸木虫魚,新字新仮名,,公開,2003-01-01,艸木虫魚,岩波文庫、岩波書店,そうもくちゅうぎょ,,https://www.aozora.gr.jp/cards/000150/files/3309_8193.html
150,薄田 泣菫,4893,茶立虫,新字旧仮名,,公開,2004-08-08,日本の名随筆35　虫,作品社,ちゃたてむし,,https://www.aozora.gr.jp/cards/000150/files/4893_15958.html
150,薄田 泣菫,48325,中宮寺の春,新字旧仮名,,公開,2008-06-18,泣菫随筆,冨山房百科文庫、冨山房,ちゅうぐうじのはる,,https://www.aozora.gr.jp/cards/000150/files/48325_31494.html
150,薄田 泣菫,1525,手品師と蕃山,新字旧仮名,,公開,2001-08-24,日本の名随筆　別巻7　奇術,作品社,てじなしとばんざん,,https://www.aozora.gr.jp/cards/000150/files/1525_21024.html
150,薄田 泣菫,52090,独楽園,新字旧仮名,,公開,2011-08-27,独楽園,ウェッジ文庫、ウェッジ,どくらくえん,,https://www.aozora.gr.jp/cards/000150/files/52090_44478.html
150,薄田 泣菫,50558,白羊宮,旧字旧仮名,,公開,2017-05-19,白羊宮,金尾文淵堂,はくようきゅう,,https://www.aozora.gr.jp/cards/000150/files/50558_61357.html
150,薄田 泣菫,1522,初蛙,新字新仮名,,公開,2004-11-05,日本の名随筆17　春,作品社,はつがえる,,https://www.aozora.gr.jp/cards/000150/files/1522_16656.html
150,薄田 泣菫,4897,春菜,新字旧仮名,,公開,2004-12-08,日本の名随筆59　菜,作品社,はるな,,https://www.aozora.gr.jp/cards/000150/files/4897_16926.html
150,薄田 泣菫,48326,春の賦,新字旧仮名,,公開,2008-06-18,泣菫随筆,冨山房百科文庫、冨山房,はるのふ,,https://www.aozora.gr.jp/cards/000150/files/48326_31495.html
150,薄田 泣菫,4905,まんりやう,新字旧仮名,,公開,2004-08-08,花の名随筆1　一月の花,作品社,まんりょう,,https://www.aozora.gr.jp/cards/000150/files/4905_16109.html
150,薄田 泣菫,4896,無学なお月様,新字旧仮名,,公開,2004-12-08,日本の名随筆58　月,作品社,むがくなおつきさま,,https://www.aozora.gr.jp/cards/000150/files/4896_16927.html
150,薄田 泣菫,4904,名文句,新字旧仮名,,公開,2004-12-08,日本の名随筆　別巻22　名言,作品社,めいもんく,,https://www.aozora.gr.jp/cards/000150/files/4904_16928.html
150,薄田 泣菫,3539,木犀の香,新字新仮名,,公開,2002-01-28,花の名随筆10　十月の花,作品社,もくせいのかおり,,https://www.aozora.gr.jp/cards/000150/files/3539_21026.html
150,薄田 泣菫,1524,森の声,新字旧仮名,,公開,2004-12-08,日本の名随筆21　森,作品社,もりのこえ,,https://www.aozora.gr.jp/cards/000150/files/1524_16929.html
150,薄田 泣菫,4349,山雀,新字旧仮名,,公開,2003-04-06,泣菫随筆,冨山房百科文庫43、冨山房,やまがら,,https://www.aozora.gr.jp/cards/000150/files/4349_9548.html
150,薄田 泣菫,1526,幽霊の芝居見,新字旧仮名,,公開,2006-04-05,日本の名随筆　別巻64　怪談,作品社,ゆうれいのしばいみ,,https://www.aozora.gr.jp/cards/000150/files/1526_22311.html
150,薄田 泣菫,4351,利休と遠州,新字旧仮名,,公開,2003-04-06,泣菫随筆,冨山房百科文庫43、冨山房,りきゅうとえんしゅう,,https://www.aozora.gr.jp/cards/000150/files/4351_9549.html
150,薄田 泣菫,1114,若葉の雨,新字旧仮名,,公開,2000-10-13,日本の名随筆43　雨,作品社,わかばのあめ,,https://www.aozora.gr.jp/cards/000150/files/1114_18855.html
150,薄田 泣菫,3386,侘助椿,新字旧仮名,,公開,2001-07-06,泣菫随筆,冨山房百科文庫、冨山房,わびすけつばき,,https://www.aozora.gr.jp/cards/000150/files/3386_21028.html
1778,薄田 斬雲,56331,動物物語　狼の王ロボ,新字新仮名,薄田 斬雲,公開,2017-08-14,少年倶楽部名作選　3　少年詩・童謡ほか,講談社,どうぶつものがたり　おおかみのおうロボ,,https://www.aozora.gr.jp/cards/001925/files/56331_62076.html
975,薄田 淳介,50558,白羊宮,旧字旧仮名,,公開,2017-05-19,白羊宮,金尾文淵堂,はくようきゅう,,https://www.aozora.gr.jp/cards/000150/files/50558_61357.html
975,薄田 淳介,1114,若葉の雨,新字旧仮名,,公開,2000-10-13,日本の名随筆43　雨,作品社,わかばのあめ,,https://www.aozora.gr.jp/cards/000150/files/1114_18855.html
1985,薄田 太郎,58957,広島という名の由来,新字新仮名,,公開,2018-01-01,日本随筆紀行第二〇巻　岡山｜広島｜山口　暮れなずむ瀬戸は夕凪,作品社,ひろしまというなのゆらい,,https://www.aozora.gr.jp/cards/001985/files/58957_63628.html
888,スティーブンソン ロバート・ルイス,51162,医師と旅行鞄の話,旧字旧仮名,佐藤 緑葉,公開,2011-01-02,新アラビヤ夜話,岩波文庫、岩波書店,いしとりょこうかばんのはなし,,https://www.aozora.gr.jp/cards/000888/files/51162_41903.html
888,スティーブンソン ロバート・ルイス,45117,ゐろりの中の街,新字旧仮名,新美 南吉,公開,2011-02-08,日本児童文学大系　第二八巻,ほるぷ出版,いろりのなかのまち,,https://www.aozora.gr.jp/cards/000888/files/45117_41968.html
888,スティーブンソン ロバート・ルイス,33205,ジーキル博士とハイド氏の怪事件,新字新仮名,佐々木 直次郎,公開,2007-03-27,ジーキル博士とハイド氏,新潮文庫、新潮社,ジーキルはかせとハイドしのかいじけん,,https://www.aozora.gr.jp/cards/000888/files/33205_26197.html
888,スティーブンソン ロバート・ルイス,45118,誰か,新字旧仮名,新美 南吉,公開,2011-02-08,日本児童文学大系　第二八巻,ほるぷ出版,だれか,,https://www.aozora.gr.jp/cards/000888/files/45118_41969.html
888,スティーブンソン ロバート・ルイス,45119,積木の町,新字旧仮名,新美 南吉,公開,2011-02-08,日本児童文学大系　第二八巻,ほるぷ出版,つみきのまち,,https://www.aozora.gr.jp/cards/000888/files/45119_41970.html
888,スティーブンソン ロバート・ルイス,51163,帽子箱の話,旧字旧仮名,佐藤 緑葉,公開,2018-11-13,新アラビヤ夜話,岩波文庫、岩波書店,ぼうしばこのはなし,,https://www.aozora.gr.jp/cards/000888/files/51163_66322.html
888,スティーブンソン ロバート・ルイス,45120,僕の国,新字旧仮名,新美 南吉,公開,2011-02-08,日本児童文学大系　第二八巻,ほるぷ出版,ぼくのくに,,https://www.aozora.gr.jp/cards/000888/files/45120_41971.html
888,スティーブンソン ロバート・ルイス,51164,若い僧侶の話,旧字旧仮名,佐藤 緑葉,公開,2018-11-13,新アラビヤ夜話,岩波文庫、岩波書店,わかいそうりょのはなし,,https://www.aozora.gr.jp/cards/000888/files/51164_66323.html
335,ストールマン リチャード,2248,自由か著作権か？,新字新仮名,結城 浩,公開,2000-11-03,,,じゆうかちょさくけんか？,Freedom-Or Copyright?,http://www.hyuki.com/gnu/frcp.html
1062,ストリンドベリ アウグスト,50912,一人舞台,新字新仮名,森 鴎外,公開,2010-09-22,於母影　冬の王　森鴎外全集12,ちくま文庫、筑摩書房,ひとりぶたい,,https://www.aozora.gr.jp/cards/001062/files/50912_40227.html
1062,ストリンドベリ アウグスト,4993,真夏の夢,新字新仮名,有島 武郎,公開,2003-08-21,一房の葡萄,角川文庫、角川書店,まなつのゆめ,,https://www.aozora.gr.jp/cards/001062/files/4993_11314.html
1407,ストレイチー リットン,50112,エリザベスとエセックス,新字新仮名,片岡 鉄兵,公開,2011-03-05,世界教養全集　27,平凡社,エリザベスとエセックス,ELIZABETH AND ESSEX,https://www.aozora.gr.jp/cards/001407/files/50112_42137.html
1600,スノウ ジョン,53757,コレラの伝染様式について,新字新仮名,水上 茂樹,公開,2011-09-21,,,コレラのでんせんようしきについて,ON THE MODE OF COMMUNICATION OF CHOLERA,https://www.aozora.gr.jp/cards/001600/files/53757_67624.html
2010,スミス コードウェイナー,59178,いえ、いえ、ラゴーフにはもう！,新字新仮名,The Creative CAT ,公開,2018-08-06,,,いえ、いえ、ラゴーフにはもう！,"NO, NO, NOT ROGOV!",https://www.aozora.gr.jp/cards/002010/files/59178_65250.html
2010,スミス コードウェイナー,59177,親友たち,新字新仮名,The Creative CAT ,公開,2018-07-11,,,しんゆうたち,THE GOOD FRIENDS,https://www.aozora.gr.jp/cards/002010/files/59177_65096.html
2010,スミス コードウェイナー,60081,西洋科学は素晴らしい,新字新仮名,The Creative CAT ,公開,2019-12-25,,,せいようかがくはすばらしい,WESTERN SCIENCE IS SO WONDERFUL,https://www.aozora.gr.jp/cards/002010/files/60081_69485.html
1026,関 寛,46834,命の鍛錬,旧字旧仮名,,公開,2007-07-23,命の洗濯,警醒社,いのちのたんれん,,https://www.aozora.gr.jp/cards/001026/files/46834_27498.html
1026,関 寛,4744,関牧塲創業記事,新字新仮名,,公開,2005-04-08,命の洗濯,警醒社書店,せきぼくじょうそうぎょうきじ,,https://www.aozora.gr.jp/cards/001026/files/4744_18072.html
1026,関 寛,46835,養生心得草,旧字旧仮名,,公開,2007-07-23,命の洗濯,警醒社,ようじょうこころえぐさ,,https://www.aozora.gr.jp/cards/001026/files/46835_27499.html
142,関 富士子,741,飼育記,新字新仮名,,公開,1998-05-25,"poetry magazine ""rain tree""",,しいくき,,http://www.linkclub.or.jp/~kiri/siikuki.html
1402,関口 存男,49946,移轍（Anakoluth）,新字新仮名,,公開,2016-07-25,ドイツ語研究　第1号,三修社,いてつ（アナコルート）,,https://www.aozora.gr.jp/cards/001402/files/49946_59489.html
1402,関口 存男,49940,新独逸語文法教程解説,旧字旧仮名,,公開,2015-11-21,新獨逸語文法教程解説,三省堂,しんどいつごぶんぽうきょうていかいせつ,,https://www.aozora.gr.jp/cards/001402/files/49940_57497.html
268,関根 金次郎,1541,駒台の発案者,新字旧仮名,,公開,2006-04-07,日本の名随筆　別巻8　将棋,作品社,こまだいのはつあんしゃ,,https://www.aozora.gr.jp/cards/000268/files/1541_22312.html
268,関根 金次郎,46287,手数将棋,新字旧仮名,,公開,2006-04-07,日本の名随筆　別巻8　将棋,作品社,てかずしょうぎ,,https://www.aozora.gr.jp/cards/000268/files/46287_22314.html
268,関根 金次郎,1542,本因坊と私,新字旧仮名,,公開,2001-08-24,日本の名随筆　別巻11　囲碁Ⅱ,作品社,ほんいんぼうとわたし,,https://www.aozora.gr.jp/cards/000268/files/1542_20955.html
1358,関根 黙庵,49253,枯尾花,新字新仮名,,公開,2008-10-31,文豪怪談傑作選・特別篇　百物語怪談会,ちくま文庫、筑摩書房,かれおばな,,https://www.aozora.gr.jp/cards/001358/files/49253_33057.html
1213,瀬沼 夏葉,50220,六号室,新字新仮名,瀬沼 夏葉,公開,2011-03-02,明治文學全集　82　明治女流文學集（二）,筑摩書房,ろくごうしつ,,https://www.aozora.gr.jp/cards/001155/files/50220_42105.html
1213,瀬沼 夏葉,45667,六号室,旧字旧仮名,瀬沼 夏葉,公開,2006-10-03,明治文學全集　82　明治女流文學集（二）,筑摩書房,ろくごうしつ,,https://www.aozora.gr.jp/cards/001155/files/45667_24281.html
1568,妹尾 アキ夫,55455,歌う白骨,新字新仮名,妹尾 アキ夫,公開,2013-10-28,世界推理小説全集二十九巻　ソーンダイク博士,東京創元社,うたうはっこつ,,https://www.aozora.gr.jp/cards/001733/files/55455_51328.html
1568,妹尾 アキ夫,55460,オスカー・ブロズキー事件,新字新仮名,妹尾 アキ夫,公開,2013-10-09,世界推理小説全集二十九巻　ソーンダイク博士,東京創元社,オスカー・ブロズキーじけん,,https://www.aozora.gr.jp/cards/001733/files/55460_51304.html
1568,妹尾 アキ夫,52467,凍るアラベスク,新字新仮名,,公開,2013-01-01,「新青年」傑作選　幻の探偵雑誌10,光文社文庫、光文社,こおるアラベスク,,https://www.aozora.gr.jp/cards/001568/files/52467_49653.html
1568,妹尾 アキ夫,56031,「ザイルの三人」訳者あとがき,新字新仮名,,公開,2017-03-04,山岳文学選集九　ザイルの三人,朋文堂,「ザイルのさんにん」やくしゃあとがき,,https://www.aozora.gr.jp/cards/001568/files/56031_60881.html
1568,妹尾 アキ夫,56027,第三者,新字新仮名,妹尾 アキ夫,公開,2016-03-04,山岳文学選集九　ザイルの三人,朋文堂,だいさんしゃ,INTERLOPER,https://www.aozora.gr.jp/cards/001767/files/56027_58058.html
1568,妹尾 アキ夫,56034,マカーガー峡谷の秘密,新字新仮名,妹尾 アキ夫,公開,2016-04-19,山岳文学選集九　ザイルの三人,朋文堂,マカーガーきょうこくのひみつ,THE SECRET OF MACARGER'S GULCH,https://www.aozora.gr.jp/cards/001066/files/56034_58752.html
1568,妹尾 アキ夫,55458,予謀殺人,新字新仮名,妹尾 アキ夫,公開,2013-11-01,世界推理小説全集二十九巻　ソーンダイク博士,東京創元社,よぼうさつじん,,https://www.aozora.gr.jp/cards/001733/files/55458_51524.html
1606,世礼 国男,53835,首里城,新字旧仮名,,公開,2017-01-23,沖縄文学選　日本のエッジからの問い,勉誠出版,しゅりじょう,,https://www.aozora.gr.jp/cards/001606/files/53835_60492.html
617,千家 元麿,48569,自分は見た,旧字旧仮名,,公開,2008-11-17,日本現代文學全集　54　千家元麿・山村暮鳥・佐藤惣之助・福士幸次郎・堀口大學集,講談社,じぶんはみた,,https://www.aozora.gr.jp/cards/000617/files/48569_33319.html
1147,相馬 愛蔵,43527,私の小売商道,新字新仮名,,公開,2005-01-01,相馬愛蔵・黒光著作集4,郷土出版社,わたしのこうりしょうどう,,https://www.aozora.gr.jp/cards/001147/files/43527_17334.html
959,相馬 御風,58067,遊びの芸術,旧字旧仮名,,公開,2017-05-08,相馬御風著作集　第六巻,名著刊行会,あそびのげいじゅつ,,https://www.aozora.gr.jp/cards/000959/files/58067_61340.html
959,相馬 御風,57965,校歌「都の西北」と私,旧字旧仮名,,公開,2017-05-08,相馬御風著作集　第六巻,名著刊行会,こうか「みやこのせいほく」とわたし,,https://www.aozora.gr.jp/cards/000959/files/57965_61341.html
959,相馬 御風,58068,孤座,旧字旧仮名,,公開,2017-07-10,相馬御風著作集　第六巻,名著刊行会,こざ,,https://www.aozora.gr.jp/cards/000959/files/58068_61977.html
959,相馬 御風,51380,実物と模型,新字旧仮名,,公開,2010-08-07,日本の名随筆39　藝,作品社,じつぶつともけい,,https://www.aozora.gr.jp/cards/000959/files/51380_39819.html
959,相馬 御風,57966,坪内先生を憶ふ,旧字旧仮名,,公開,2017-02-28,相馬御風著作集　第六巻,名著刊行会,つぼうちせんせいをおもう,,https://www.aozora.gr.jp/cards/000959/files/57966_60834.html
959,相馬 御風,58069,独愁,旧字旧仮名,,公開,2017-07-10,相馬御風著作集　第六巻,名著刊行会,どくしゅう,,https://www.aozora.gr.jp/cards/000959/files/58069_61979.html
959,相馬 御風,48207,幽霊の足,新字旧仮名,,公開,2008-07-24,日本の名随筆　別巻67　子供,作品社,ゆうれいのあし,,https://www.aozora.gr.jp/cards/000959/files/48207_31711.html
1082,相馬 泰三,50183,新らしき祖先,新字旧仮名,,公開,2010-03-31,現代日本文學大系　49　葛西善藏　嘉村礒多　相馬泰三　川崎長太郎　宮路嘉六　木山捷平　集,筑摩書房,あたらしきそせん,,https://www.aozora.gr.jp/cards/001082/files/50183_38303.html
